siteID,depNO2,siteID_INT,p_XCOORD,p_YCOORD,pA_landuseArea_HDres_100_sum,pA_landuseArea_HDres_300_sum,pA_landuseArea_HDres_500_sum,pA_landuseArea_HDres_1000_sum,pA_landuseArea_HDres_5000_sum,pA_landuseArea_Industry_1000_sum,pA_landuseArea_Industry_5000_sum,pA_landuseArea_LDres_300_sum,pA_landuseArea_LDres_500_sum,pA_landuseArea_LDres_1000_sum,pA_landuseArea_LDres_5000_sum,pA_landuseArea_Natural_5000_sum,pA_landuseArea_UrbGreen_1000_sum,pA_landuseArea_UrbGreen_5000_sum,pA_landuseArea_Industry_500_sum,pA_landuseArea_LDres_100_sum,pA_landuseArea_Natural_500_sum,pA_landuseArea_Natural_1000_sum,pA_landuseArea_UrbGreen_500_sum,pA_landuseArea_UrbGreen_300_sum,pA_landuseArea_Industry_100_sum,pA_landuseArea_Industry_300_sum,pA_landuseArea_UrbGreen_100_sum,pA_landuseArea_Natural_300_sum,pA_landuseArea_Port_5000_sum,pA_landuseArea_Natural_100_sum,pA_landuseArea_Port_300_sum,pA_landuseArea_Port_500_sum,pA_landuseArea_Port_1000_sum,pA_EmissionAreaWt_All_100_wtv,pA_EmissionAreaWt_All_300_wtv,pA_EmissionAreaWt_All_500_wtv,pA_EmissionAreaWt_All_1000_wtv,pA_EmissionAreaWt_All_5000_wtv,pB_rdLength_major_25_sum,pB_rdLength_major_50_sum,pB_rdLength_major_100_sum,pB_rdLength_major_300_sum,pB_rdLength_major_500_sum,pB_rdLength_major_1000_sum,pB_rdLength_minor_25_sum,pB_rdLength_minor_50_sum,pB_rdLength_minor_100_sum,pB_rdLength_minor_300_sum,pB_rdLength_minor_500_sum,pB_rdLength_minor_1000_sum,pC_EmissionPoint_Misc_5000_sum,pC_EmissionPoint_Waste_5000_sum,pC_EmissionPoint_Misc_500_sum,pC_EmissionPoint_Misc_1000_sum,pC_EmissionPoint_Misc_300_sum,pC_EmissionPoint_Misc_100_sum,pC_EmissionPoint_Power_5000_sum,pC_EmissionPoint_Waste_1000_sum,pC_EmissionPoint_Waste_500_sum,pC_EmissionPoint_Chemical_5000_sum,pC_EmissionPoint_Waste_300_sum,pD_EmissionAreaVal_NOxEmission_val,pE_majorRdDist_none_dist,pE_majorRdDist_none_invd,pE_majorRdDist_none_invsq,pF_EmPoint_Emission_valinvd,pF_EmPoint_Emission_valinvsq,pG_EmAreaRaster_raster_val
OL29,29.1,65,392770.8838999998,402949.1695000008,0.0,0.0,0.0,0.0,5012225.311810944,0.0,4925105.441100619,273074.48988970515,658483.1676327478,2193868.145097717,41207343.872723736,1817332.224466051,378282.44539203914,6884525.142576792,0.0,31415.509573576914,0.0,90956.3280506398,126912.89932068085,9667.593841515385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4201962069650613,20.453457190177787,50.469299655538734,174.0750472251249,5334.050511875575,48.08529921053603,99.05547159581218,258.7732851709724,883.7970585565257,1495.1015159913059,4784.140615232926,54.106407118606064,213.21529576397631,610.8381733618706,4630.980016802872,12476.606105483255,51262.04607438963,0.018719890000000003,0.23121953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.503931045532227,6.853304813533467,0.14591500410506536,0.021291188422981243,6.455391346778628e-05,2.0346700571292608e-08,19.503931045532227
OL30,29.4,66,392742.84020000044,405286.25650000013,0.0,96038.62292080041,351267.10142205696,1053981.9305463333,2294870.287023962,244.50043500481044,4523533.645972597,186703.46082137764,419352.3201325191,1823880.61328278,37438384.53605749,1629382.8670933465,190468.94118452532,6023197.358464297,0.0,31415.509573534615,0.0,0.0,14776.645383391955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2259016952489414,20.803791070527918,73.23150466470763,341.9153108751631,4377.849969528381,34.62784911583315,163.01238481083118,366.2424758472962,1317.7334880325777,2029.0772452276408,19462.99151112283,0.0,0.0,145.75152187785034,4893.9273216126585,15263.660741976782,50884.113402206975,0.00802946,0.24523830000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.713397979736328,16.73956779601776,0.05973869888312731,0.003568712144248956,0.00018544074871787607,1.6790328248155094e-07,17.713397979736328
OL32,28.2,67,395224.8526999997,404646.15469999984,0.0,0.0,0.0,0.0,1798820.8563229768,0.0,1488235.9109447051,275552.55402473203,673126.8726795051,2163373.743751567,34414149.287671626,5963509.812147939,765954.7495530104,5062531.978667155,0.0,31415.509573550415,0.0,0.0,111699.47026662358,7189.52972617395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5196772195164556,13.570122292668788,38.14062395142852,143.87981337754687,3370.5803546233656,0.0,25.74763027855527,167.0178732962285,583.9747246980902,1036.9993198056459,2112.924452217619,49.96753569778998,246.67448411149215,999.1439899054393,5854.151694132628,11427.164884624637,41176.22618988148,0.018719890000000003,0.21882877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.093367576599121,48.16062739821693,0.020763849102950503,0.00043113742957009835,4.84600141867084e-06,1.675163352402514e-09,12.093367576599121
RO18A,31.1,68,389876.8865,413588.2103000004,0.0,57219.738313005226,189006.38864560216,349268.12123075046,646732.9513787059,0.0,2088360.3279886614,225522.34549279732,596389.6783659114,2792320.3398087495,31700866.818079915,9400953.240066288,0.0,3046445.7522191238,0.0,31415.509573546748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336515691725083,57.533121083961205,145.64947979599287,437.18980859658666,3669.1299033826135,0.0,0.0,0.0,2902.021033524614,5536.377673071453,13677.268766293577,104.12277473502674,203.45953567816306,586.3908339580275,5296.883034055346,15828.849087651468,52691.55229460241,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.382911682128906,115.46737700449904,0.008660454805005541,7.500347742954356e-05,1.8246273982054704e-06,3.7638591376057075e-10,58.382911682128906
RO19A,27.2,69,389970.88659999985,413644.1916000005,0.0,11357.343193201297,130694.82340254201,304722.437489818,646732.9513787059,0.0,2088360.3279886614,271384.7405344054,654701.2434091741,2836866.023571824,31548445.032690905,9533967.456353378,0.0,2948842.964097558,0.0,31415.50957354808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.120227079192756,50.90798655734479,131.50321272366708,432.2197639690843,3648.4162866743472,83.77921067117661,193.2809826152603,399.2456052476081,2630.1831829291546,4917.345638450145,13002.27548949936,0.0,31.339526238537083,349.2724130070403,5431.513554203421,16026.845393713049,51836.246888864145,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.382911682128906,6.093556047317564,0.16410778734696446,0.02693136586791651,1.7853481567375627e-06,3.603552194956913e-10,58.382911682128906
RO20A,27.2,70,385813.86450000014,408940.25840000063,0.0,0.0,0.0,0.0,11800.49776041101,24531.84352328624,3964176.91911659,47951.66048937033,281009.52116463246,1019850.9500693991,29643318.85713878,1795828.345536871,893.1812667891219,8468057.672359135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7077405389963367,26.662704199070625,71.85842700100505,272.9332019283214,5249.40006879469,0.0,0.0,157.01638448802134,779.5192108980002,3530.0059991532726,11123.699758953275,0.0,0.0,37.635121296665154,1190.9886374612129,3684.52751485339,14942.33720859908,0.00884535,0.051619990000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.121429443359375,61.927018083236526,0.01614804056374704,0.0002607592140484199,7.395776017972257e-06,2.3263475742365685e-09,33.121429443359375
RO21A,28.6,71,385819.86010000017,410774.19710000046,0.0,0.0,0.0,0.0,646732.9513787059,10238.294954442239,3807207.9581202683,282742.0837030948,782760.934389064,2603706.2246831222,29109116.32327898,2606492.6680410877,0.0,5360948.065970183,0.0,31415.509573547744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2319311867519094,27.941792435244807,68.84898449398547,225.22337041889585,4794.229190835747,48.64383871182603,99.43267033885793,286.3804975648408,1634.1057827886066,3055.2793257989415,7299.426456449492,0.0,103.42188476651113,699.4527933681425,4971.961150888175,14372.816477335444,43121.85292132236,0.00884535,0.051619990000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7192325592041,5.780579821858615,0.17299302679267778,0.029926587318892136,6.107052661752967e-06,4.216463137515643e-09,25.7192325592041
RO22A,28.6,72,390463.8803000003,411974.18989999965,0.0,0.0,427.38440645533524,223597.42294906662,646732.9513787059,145522.98479491725,3021631.003113956,282742.08370316454,784968.6824237419,2583656.3032088745,35369442.83347192,4390036.450542073,0.0,4367837.337974301,0.0,31415.50957357151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743487034371097,26.684826025812285,75.12589698363065,270.3547786086542,4125.088723960234,47.417351816815085,120.28388949558035,453.4342055084262,1739.7445724506563,2828.155215247849,8521.750062559773,39.14246865412165,152.8656249163986,382.48463000926597,4958.381085184439,12112.0345375946,44655.98025499105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.312358856201172,9.805123647547125,0.10198749510417061,0.010401449157623227,1.699181909163367e-06,3.2641095721798056e-10,16.312358856201172
RO02A,28.9,73,388526.87959999964,409940.5638999995,0.0,0.0,0.0,0.0,692390.8834854189,214863.59095966117,4466215.972225862,212106.62988969265,478789.97870037076,1104214.6673831982,39951342.26822244,1545222.4756500702,252820.70507224958,5909815.443651697,0.0,31310.186634876172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.332791213455747,35.048072492305906,94.8115028136127,330.59895404783816,4654.5482263751655,0.0,147.65051356089435,539.2347161122245,1768.8886949266662,2979.0117784412328,7594.628876741588,0.0,76.36362048018461,142.47387215791875,2551.0474979276096,6758.523174587688,17478.756027116186,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.689308166503906,31.11552401519654,0.03213829853907037,0.0010328702329864125,2.2555455637621023e-06,5.751593538081477e-10,36.689308166503906
RO03A,20.6,74,388580.87509999983,409795.57550000027,0.0,0.0,0.0,0.0,757746.7230135559,95861.66241795092,4631762.444573076,182168.83942586422,381777.984047219,984438.7569841594,39876950.629354745,1470199.520963964,269071.00412926445,6294926.364754954,0.0,31415.50957354966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6104532465580075,39.7290616867201,102.2799879330703,340.05932968783765,4727.524051721694,0.0,0.0,156.0654932021837,1744.1340261167131,3008.676510162864,7589.428441597527,0.0,73.71598228670058,170.46474383607324,2164.3484096540296,5549.885656765569,15090.654060703437,0.01687481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.689308166503906,60.819827203064655,0.016442006595336248,0.0002703395808810807,2.185218247027749e-06,5.398518755213787e-10,36.689308166503906
RO04A,26.7,75,387082.85170000046,406256.6330999993,0.0,0.0,0.0,0.0,706540.4738243626,0.0,5561692.3041223185,282742.08370316075,785396.0668856922,2895335.0142827034,35530785.01852487,717767.4880198527,246253.44678117518,12663033.184041299,0.0,31415.509573572257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.990154254749117,21.1793375508484,56.10582250820666,210.61203502445036,5635.90304309824,43.08415312266765,96.3889895046799,197.58887194273618,1120.438948949607,2237.536635918184,7397.538491216455,10.02961213208996,85.94800730992068,378.138911533889,4624.055736182654,14192.00965621339,44271.695768967606,0.02058178,0.23121953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.51837921142578,12.438028256214771,0.0803985952918495,0.006463934124902606,5.345012860034304e-06,1.983246557604491e-09,24.51837921142578
RO05A,31.5,76,386446.8542999998,404165.59410000034,0.0,0.0,0.0,0.0,2023352.8339103025,0.0,5555348.465969859,248293.8251585494,686576.5641046191,2393199.2239947347,43026935.68003643,575568.7406912241,748389.2369855242,13626708.377077702,0.0,31415.509573528972,0.0,0.0,98819.50284300584,34448.25852641686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.963474758110264,33.395826801586246,88.00092659429377,291.54404228789707,6184.884022689894,0.0,0.0,795.8816827273556,3866.2773430736806,6176.498396462042,10733.939913810837,0.0,85.45267605807673,230.58963320800967,2420.6948054211416,8235.872011024245,36435.85377831432,0.025977010000000002,0.04724239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.540748596191406,50.27443018547415,0.019890827132416335,0.0003956450040116698,8.538354318821238e-06,5.060897552887545e-09,31.540748596191406
RO06A,41.9,77,385411.8507000003,408304.66039999947,0.0,0.0,0.0,0.0,0.0,0.0,4218898.381239053,0.0,0.0,331091.2135675742,30361474.09532758,1915078.6941815629,0.0,10338859.362899318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.162106336727126,37.459287897843936,87.97755568099595,232.3337251720411,5523.468575891377,96.31684853846522,282.6854517643462,592.888597629192,1910.4661051248884,3518.868870715621,8954.511606663093,21.368293126637056,46.47379641172678,125.26633536212883,427.885514784201,1388.8397995736377,10114.234878880798,0.00884535,0.062180620000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.121429443359375,3.5316078026936553,0.28315714990698354,0.08017797154344593,7.841514396593063e-06,2.6152125422643183e-09,33.121429443359375
RO07A,32.3,78,388627.8353000004,411948.60899999924,0.0,0.0,0.0,35716.91453110939,646732.9513787059,560700.7186187287,3648261.271197006,277742.3057216935,662650.836389097,2284001.7390722428,33391303.885867793,4460120.683529947,261169.08848517848,4137180.2453889768,122745.2304651947,31415.509573567517,0.0,0.0,0.0,0.0,0.0,4999.777994287487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1452437464878438,24.346032491573297,64.78650259494096,229.3828067275753,4038.243012120784,181.42624790402155,478.9197447815976,1197.9089072352658,2926.166077339064,4641.835032420583,10994.210979898302,30.424225307595833,126.13129640436043,425.3215022081419,5280.14057686529,10107.972301589578,34362.93724967922,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.26115608215332,2.053472256337863,0.48698003925477307,0.2371495586325803,2.6234094668419325e-06,7.780672591492563e-10,28.26115608215332
RO08A,45.0,79,388913.8842000002,412081.5385999996,0.0,0.0,0.0,296252.78435422113,646732.9513787059,407716.24177183566,3511499.0967829926,271602.1346586743,685947.3766478233,2306910.7163034603,33653970.196841985,4510510.990625779,130708.71841561134,4347412.702130985,99448.69024692195,31415.50957357332,0.0,0.0,0.0,0.0,0.0,11139.94912438356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5328832158562715,20.52691896497584,59.49646167683963,245.6406738944957,4023.841817271468,75.3222912785598,191.70944711170682,399.8243547399257,1388.4710266604168,4285.393540753433,11677.028129128063,43.17198036309385,175.77905915659042,676.8553050792692,4740.896243978716,10564.993199823688,37562.642115246825,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.058656692504883,11.234335692197801,0.0890128288310359,0.007923283696503294,2.420733987853783e-06,6.624896742300168e-10,11.058656692504883
RO09A,40.5,80,389054.8777999999,412215.6031999998,0.0,0.0,30671.88796060432,428066.52446982276,646732.9513787059,300624.4218352546,3343923.6407541567,282550.0944246725,712048.1098600373,2324278.155096704,33710873.41456423,4776112.770431642,88619.35940475122,4362978.041606921,42676.06897311521,31415.50957356975,0.0,0.0,0.0,0.0,0.0,191.98923984705195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5710334445662513,20.585396664431826,58.16972391300961,259.4784307040068,3986.1978917630786,80.83740427740508,192.99028727129212,399.9326226681181,1224.923330135632,2587.7176701506532,13073.824385938227,0.0,59.08183125480042,287.19747994845557,3654.696027232699,10402.195086200129,40025.068550979224,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.372692108154297,9.748743735923636,0.1025773194052737,0.01052210645637154,2.3299635950822358e-06,6.137383319380846e-10,22.372692108154297
RO10A,18.7,81,388788.83359999955,413571.56870000064,0.0,0.0,0.0,164986.3369684257,646732.9513787059,0.0,2088410.6679218682,282120.46457552735,727237.9457111785,2681199.198675997,31557566.44688291,9772168.584260589,295402.9254801464,3277285.005781197,0.0,31415.509573552834,0.0,0.0,58158.12107426691,621.6191395287788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0667190953778727,31.147536384332223,100.72962655893011,340.2629675264542,3536.455386866812,0.0,0.0,0.0,1053.192997173849,2260.320420608726,10573.639092347395,63.30719821392867,149.3207901761681,322.7990024372186,3775.0531099384534,10355.926217950046,39848.67619073737,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.404499053955078,139.51805553221453,0.0071675310853877355,5.137350185999949e-05,2.3158183878632386e-06,6.06308942615667e-10,24.404499053955078
RO11A,41.4,82,389953.8830000004,413795.5384999998,0.0,5543.0874036766445,63993.685558795114,247626.64235090936,646732.9513787059,0.0,2088360.3279886614,277198.99628920294,721402.3813457087,2893961.818676827,31263374.806431167,10122956.600339448,0.0,2827376.331300493,0.0,31415.509573555126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.504055546847546,48.673730016078494,119.87426330661732,417.00549723830915,3585.069925017597,118.4455793859295,284.67867690409946,902.1946949871285,2212.535177945053,4350.397263372179,12205.760059140817,0.0,17.133136130138887,458.72226115406295,6898.56110460293,16243.172960266995,51833.44595992078,0.00884535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.382911682128906,0.1281135924141545,7.805573016540563,60.926970116546144,1.7735600360610805e-06,3.556122936359761e-10,58.382911682128906
RO12A,31.4,83,392060.92080000043,415676.62509999983,0.0,0.0,0.0,0.0,646732.9513787059,0.0,1267788.851578807,236998.8451913917,513531.41650571226,1829733.7646379482,23193290.712448396,25578517.73938277,0.0,1140508.0209028716,0.0,31415.50957354669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6011455980517213,14.767113975745978,38.55766331021118,129.35544756209927,2792.593363829422,49.086004197811285,99.56279283832195,276.36923735831004,1132.0473249434863,1989.1309162152477,5161.95026844565,18.613186408645497,84.78877872849387,465.0913832672982,3516.6044881876683,8858.387509914382,26380.640069188426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.556014060974121,4.785211479369148,0.20897717986161682,0.04367146170291455,1.1518267641944593e-06,1.4998896535633732e-10,12.556014060974121
RO13A,13.7,84,392060.92250000034,415677.6263999995,0.0,0.0,0.0,0.0,646732.9513787059,0.0,1267598.4384734458,237459.8941566064,513986.3234935924,1829625.677944381,23190559.16434142,25584437.31197206,0.0,1140073.919981431,0.0,31415.509573573003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.601144144169636,14.767108597646251,38.535378927002085,129.33390819822984,2792.212623432058,48.70542680356478,99.38007642066093,274.22882471220095,1132.3521967028341,1989.383417294181,5161.852975944448,17.52621699842499,85.19123341746433,466.2095809819291,3520.4784274651292,8863.067480858621,26377.776338486572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.556014060974121,5.678519202152393,0.17610224856173046,0.031012001948497493,1.1517567835365951e-06,1.4997074038026345e-10,12.556014060974121
RO14A,29.2,85,393665.96470000036,417810.6506999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44222.61432361497,801491.6957660543,9053334.619812772,44903747.0637949,0.0,415763.09540569,0.0,0.0,5880.674240914513,535691.9253149179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2751409094509174,2.182862225408013,9.31324842905237,72.7782620416086,1330.4932994190895,0.0,0.0,0.0,0.0,0.0,1315.3323899249094,49.911869881073116,100.27956379970871,323.9172984164202,1286.005176804727,1902.3267646458175,11740.384567642997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.189530849456787,752.259585698248,0.0013293283582047003,1.7671138839272038e-06,8.708919556707116e-07,8.574593412945296e-11,2.189530849456787
RO15A,24.2,86,392962.8794,411887.61659999937,0.0,0.0,0.0,0.0,646732.9513787059,186580.379891876,2597867.0623718435,274019.7167385696,678981.2031774179,1697919.9240842187,28566434.846355546,12274982.861011997,173704.9838495447,1471585.929803512,0.0,31415.509573566887,0.0,1324.6332916725669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.158554544906136,25.07574993466395,68.68392776836174,267.0857991882423,3682.0083812766907,0.0,113.17709706630826,835.154906104287,3947.5116173984657,7541.726153822998,13552.375544023165,0.0,0.0,0.0,2389.6037372117516,7047.8047530411595,23395.543216472837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.157270431518555,42.01026350647223,0.023803706916666615,0.000566616462974562,1.4003215365371078e-06,2.442132354715817e-10,29.157270431518555
RO16A,22.6,87,392530.8598999996,411698.60339999944,0.0,0.0,0.0,0.0,646732.9513787059,575391.5572186956,2839989.437093653,166661.37921785616,403566.72976401256,1277741.7960004301,30500352.876794558,9940170.422532856,3317.2986261146134,1844145.4955171356,144065.7657606032,31407.851337835637,0.0,0.0,0.0,0.0,7.658270914954187,44588.35894978894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6639620295604427,32.97594959594507,85.1454009082979,247.06326351960595,3817.9758887093485,0.0,106.55553672714458,456.0783016656666,3729.860501027608,6694.149851316348,13182.032455563429,49.20438873885726,99.56460246674457,250.4728833339001,1551.4549110795951,3481.2308026963447,18611.91012278215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.157270431518555,34.46504159548707,0.0290149076776667,0.000841864867543522,1.4621636669775803e-06,2.6625982183475907e-10,29.157270431518555
RO17A,36.1,88,391105.84279999975,412286.54890000075,0.0,0.0,0.0,0.0,646732.9513787059,701540.8351750026,2579924.4836733784,154243.23120144938,440810.5712513199,1906818.5744970932,33947729.87198544,6413049.3118970655,0.0,3920119.885190278,263638.73193266464,18313.889209283334,0.0,0.0,0.0,0.0,13101.620309455144,103342.87072056133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141766001740472,16.353047551738978,53.712797266477224,236.4033226084721,3977.9341590826352,251.75672343740516,553.9648985198312,969.895304475654,1848.9591977994232,2479.1900718984584,7642.950460729865,0.0,49.98659539890263,299.37752137047346,3093.9894071636736,11194.475460557233,37849.01567875446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.274882793426514,2.7646572016906124,0.3617084965863005,0.13083303650272177,1.512411332303795e-06,2.585977986265032e-10,7.274882793426514
SA61,38.9,89,377263.88549999986,400939.0854000002,0.0,0.0,0.0,0.0,385131.18802969926,5935.595343025846,13442153.697595257,282742.08370312775,730857.5119602057,2495914.2887254846,32058219.32006467,4374221.28914206,639738.5769433568,15424509.751635456,0.0,31415.50957354975,0.0,0.0,54538.55493882501,0.0,0.0,0.0,0.0,0.0,676813.4328149761,0.0,0.0,0.0,0.0,1.9443513652234192,19.912792860376257,60.3600468117916,264.55801643905124,9592.191614976255,72.10914729467203,345.7766553633698,851.2287390656057,2543.0277283092682,4167.041769024394,9935.702391779914,17.115974899546522,42.43146333669083,321.31610769855195,3719.5442646615898,10998.025284581097,37735.89095183808,0.37347566,5.1930214999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01382364,0.0,14.231769561767578,8.061169628779599,0.12405147714915318,0.015388768982886873,7.096421556337914e-06,2.9409355959464794e-09,14.231769561767578
SA62,31.4,90,380767.9176000003,399635.07939999923,0.0,0.0,41.94846456243399,241316.08321606892,4299534.22691891,715217.2986958472,16933035.870052412,196579.12924396925,450216.17675348424,1659681.7186760944,43749208.22461088,750032.2329399008,525373.3601529668,10939585.031293686,257323.046893273,31415.50957356919,0.0,0.0,77814.89478826665,21654.092348939106,0.0,64508.862020672546,0.0,0.0,1253054.665393767,0.0,0.0,0.0,0.0,2.9322288744297262,27.460396694351076,84.48081199649494,347.9709416298025,10223.101250717074,22.1525225052286,255.3959618745793,736.0262807227973,3529.2482638511433,6813.900318410489,14866.2315103716,80.35641437672749,157.41926418581824,621.3058213251998,4238.008973475442,12523.37605406326,48857.651210808304,0.5666667599999999,5.05275389,0.0,0.0,0.0,0.0,0.0,5.00020024,0.0,0.01382364,0.0,23.334245681762695,23.690861390679114,0.042210368948148,0.0017817152467387769,0.009517213877827101,1.8114746539891523e-05,23.334245681762695
SA63,40.5,91,374672.8875000002,399910.2097999994,0.0,0.0,0.0,0.0,0.0,0.0,8875758.833452089,200797.32481093865,467353.8447857697,1251925.7235367415,32799500.761987753,5010171.513411357,311931.45269690064,8990609.865104023,0.0,31359.8707055646,0.0,120743.37873750908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8398093265732793,40.48494199793271,114.2108769631472,388.2977083374681,8819.963584129475,0.0,123.8410697705157,402.1719301612779,1508.0874297344185,3586.1007166963163,14021.843334159228,32.030647638804,94.54216850850418,375.40205532105654,1909.70229120736,4023.6509969300623,17469.087697241826,0.34175304,0.13989292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01382364,0.0,30.21196937561035,28.684222855014763,0.034862370336980336,0.0012153848655127662,3.2118116671315804e-05,8.959711427602598e-09,30.21196937561035
SA64,25.9,92,378803.91530000046,399842.1076999996,0.0,0.0,0.0,0.0,1607957.3871078664,0.0,17283158.52826351,282742.0837031405,785396.0668856786,2864675.6470452533,36986670.32097233,2833074.4626302123,276912.8140664519,13743924.402493335,0.0,31415.509573569434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253054.665393767,0.0,0.0,0.0,0.0,3.7477793090989246,28.889903653173846,73.0219765110266,325.7490741850291,10983.221830633207,44.035546927550556,97.15555633401343,198.60323913370766,599.6504519080701,999.9166781757916,9448.884615822728,36.8368249456369,92.02381137390685,377.0147451104074,4082.2584380624285,10525.159222882707,37990.50398446571,0.48098102000000004,5.16788856,0.0,0.01712353,0.0,0.0,0.0,0.0,0.0,0.01382364,0.0,29.824275970458984,11.841162774316844,0.08445116573931172,0.007131999394728698,2.0181061720981545e-05,2.378453812888269e-08,29.824275970458984
SA65,41.8,93,378583.92200000025,399218.07909999974,0.0,0.0,0.0,0.0,1278168.7332033054,537301.2206881405,17589504.969489828,282742.0837031613,785396.0668856665,2554357.062882231,38542868.316181496,2113207.807755983,49930.17732627612,12818099.47990324,0.0,31415.50957356698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253054.665393767,0.0,0.0,0.0,0.0,3.7477793119629172,44.50480898199751,176.15862278146096,795.6426848815375,11066.571516562437,46.058102657283044,97.94178127632269,198.70839850662594,1119.2309912496319,4762.856876866115,16544.83566225487,45.217414057808014,110.77333905917274,547.4598414677276,3903.6548985735203,10142.339390586052,40284.2735825357,0.48098102000000004,5.16788856,0.01712353,0.01712353,0.01712353,0.0,0.0,0.0,0.0,0.01382364,0.0,29.824275970458984,9.856256473732167,0.10145839880131897,0.010293806687327484,6.931262995135528e-05,2.8056368463590823e-07,29.824275970458984
